x,y
122.000000,245.000000
121.000000,246.000000
121.000000,247.000000
118.000000,250.000000
118.000000,251.000000
116.000000,253.000000
115.000000,253.000000
114.000000,254.000000
114.000000,255.000000
123.000000,255.000000
123.000000,252.000000
125.000000,250.000000
127.000000,250.000000
129.000000,252.000000
129.000000,253.000000
127.000000,255.000000
140.000000,255.000000
140.000000,251.000000
139.000000,250.000000
137.000000,250.000000
136.000000,249.000000
135.000000,250.000000
134.000000,250.000000
133.000000,251.000000
132.000000,251.000000
128.000000,247.000000
126.000000,247.000000
125.000000,246.000000
124.000000,246.000000
123.000000,245.000000
